# basename,datetime,site,mode,raw_size,7z_size
COVIS-20180802T213001-diffuse1,2018-08-02 21:30:01,Ashes,diffuse1,8440270,3202638
COVIS-20180802T213156-diffuse2,2018-08-02 21:31:56,Ashes,diffuse2,8440255,3268174
COVIS-20180802T213346-diffuse3,2018-08-02 21:33:46,Ashes,diffuse3,8440259,3152285
COVIS-20180802T220002-diffuse1,2018-08-02 22:00:02,Ashes,diffuse1,8440268,3142496
COVIS-20180802T220155-diffuse2,2018-08-02 22:01:55,Ashes,diffuse2,8440256,3217475
COVIS-20180802T220347-diffuse3,2018-08-02 22:03:47,Ashes,diffuse3,8440259,3125851
COVIS-20180802T223002-diffuse1,2018-08-02 22:30:02,Ashes,diffuse1,8440263,3139162
COVIS-20180802T223156-diffuse2,2018-08-02 22:31:56,Ashes,diffuse2,8440260,3203840
COVIS-20180802T223347-diffuse3,2018-08-02 22:33:47,Ashes,diffuse3,8440258,3101170
COVIS-20180802T230002-diffuse1,2018-08-02 23:00:02,Ashes,diffuse1,8440262,3142491
COVIS-20180802T230155-diffuse2,2018-08-02 23:01:55,Ashes,diffuse2,8440256,3189437
COVIS-20180802T230345-diffuse3,2018-08-02 23:03:45,Ashes,diffuse3,8440258,3101207
COVIS-20180802T233002-diffuse1,2018-08-02 23:30:02,Ashes,diffuse1,8440430,3173235
COVIS-20180802T233156-diffuse2,2018-08-02 23:31:56,Ashes,diffuse2,8440257,3186391
COVIS-20180802T233347-diffuse3,2018-08-02 23:33:47,Ashes,diffuse3,8440260,3131550
COVIS-20180803T000002-diffuse1,2018-08-03 00:00:02,Ashes,diffuse1,8440266,3169084
COVIS-20180803T000155-diffuse2,2018-08-03 00:01:55,Ashes,diffuse2,8440258,3217131
COVIS-20180803T000346-diffuse3,2018-08-03 00:03:46,Ashes,diffuse3,8440270,3113860
COVIS-20180803T003002-diffuse1,2018-08-03 00:30:02,Ashes,diffuse1,8440270,3166224
COVIS-20180803T003155-diffuse2,2018-08-03 00:31:55,Ashes,diffuse2,8440251,3216040
COVIS-20180803T003346-diffuse3,2018-08-03 00:33:46,Ashes,diffuse3,8440258,3110344
COVIS-20180803T010002-diffuse1,2018-08-03 01:00:02,Ashes,diffuse1,8440269,3181614
COVIS-20180803T010156-diffuse2,2018-08-03 01:01:56,Ashes,diffuse2,8440258,3222030
COVIS-20180803T010347-diffuse3,2018-08-03 01:03:47,Ashes,diffuse3,8440259,3103317
COVIS-20180803T013002-diffuse1,2018-08-03 01:30:02,Ashes,diffuse1,8440271,3162386
COVIS-20180803T013156-diffuse2,2018-08-03 01:31:56,Ashes,diffuse2,8440258,3228538
COVIS-20180803T013348-diffuse3,2018-08-03 01:33:48,Ashes,diffuse3,8440259,3104039
COVIS-20180803T020002-diffuse1,2018-08-03 02:00:02,Ashes,diffuse1,8440264,3171199
COVIS-20180803T020156-diffuse2,2018-08-03 02:01:56,Ashes,diffuse2,8440258,3212600
COVIS-20180803T020346-diffuse3,2018-08-03 02:03:46,Ashes,diffuse3,8440258,3097896
COVIS-20180803T023002-diffuse1,2018-08-03 02:30:02,Ashes,diffuse1,8440269,3143158
COVIS-20180803T023156-diffuse2,2018-08-03 02:31:56,Ashes,diffuse2,8440256,3209250
COVIS-20180803T023347-diffuse3,2018-08-03 02:33:47,Ashes,diffuse3,8440260,3097482
COVIS-20180803T030002-diffuse1,2018-08-03 03:00:02,Ashes,diffuse1,8440271,3160173
COVIS-20180803T030155-diffuse2,2018-08-03 03:01:55,Ashes,diffuse2,8440253,3220723
COVIS-20180803T030346-diffuse3,2018-08-03 03:03:46,Ashes,diffuse3,8440257,3105123
COVIS-20180803T033001-diffuse1,2018-08-03 03:30:01,Ashes,diffuse1,8440263,3158839
COVIS-20180803T033156-diffuse2,2018-08-03 03:31:56,Ashes,diffuse2,8440256,3215528
COVIS-20180803T033347-diffuse3,2018-08-03 03:33:47,Ashes,diffuse3,8440258,3134932
COVIS-20180803T040001-diffuse1,2018-08-03 04:00:01,Ashes,diffuse1,8440271,3146704
COVIS-20180803T040156-diffuse2,2018-08-03 04:01:56,Ashes,diffuse2,8440254,3230418
COVIS-20180803T040346-diffuse3,2018-08-03 04:03:46,Ashes,diffuse3,8440259,3145860
COVIS-20180803T043001-diffuse1,2018-08-03 04:30:01,Ashes,diffuse1,8440269,3125182
COVIS-20180803T043156-diffuse2,2018-08-03 04:31:56,Ashes,diffuse2,8440260,3197460
COVIS-20180803T043347-diffuse3,2018-08-03 04:33:47,Ashes,diffuse3,8440258,3113699
COVIS-20180803T050001-diffuse1,2018-08-03 05:00:01,Ashes,diffuse1,8440267,3138101
COVIS-20180803T050154-diffuse2,2018-08-03 05:01:54,Ashes,diffuse2,8440258,3202262
COVIS-20180803T050346-diffuse3,2018-08-03 05:03:46,Ashes,diffuse3,8440254,3090448
COVIS-20180803T053002-diffuse1,2018-08-03 05:30:02,Ashes,diffuse1,8440270,3128168
COVIS-20180803T053156-diffuse2,2018-08-03 05:31:56,Ashes,diffuse2,8440258,3210946
COVIS-20180803T053346-diffuse3,2018-08-03 05:33:46,Ashes,diffuse3,8440253,3084355
COVIS-20180803T060002-diffuse1,2018-08-03 06:00:02,Ashes,diffuse1,8440267,3139988
COVIS-20180803T060155-diffuse2,2018-08-03 06:01:55,Ashes,diffuse2,8440258,3206977
COVIS-20180803T060347-diffuse3,2018-08-03 06:03:47,Ashes,diffuse3,8440254,3088324
COVIS-20180803T063002-diffuse1,2018-08-03 06:30:02,Ashes,diffuse1,8440270,3128520
COVIS-20180803T063155-diffuse2,2018-08-03 06:31:55,Ashes,diffuse2,8440268,3204834
COVIS-20180803T063346-diffuse3,2018-08-03 06:33:46,Ashes,diffuse3,8440259,3108591
COVIS-20180803T070002-diffuse1,2018-08-03 07:00:02,Ashes,diffuse1,8440270,3200612
COVIS-20180803T070156-diffuse2,2018-08-03 07:01:56,Ashes,diffuse2,8440259,3237500
COVIS-20180803T070347-diffuse3,2018-08-03 07:03:47,Ashes,diffuse3,8440255,3130124
COVIS-20180803T073002-diffuse1,2018-08-03 07:30:02,Ashes,diffuse1,8440270,3198927
COVIS-20180803T073156-diffuse2,2018-08-03 07:31:56,Ashes,diffuse2,8440257,3219491
COVIS-20180803T073347-diffuse3,2018-08-03 07:33:47,Ashes,diffuse3,8440256,3152781
COVIS-20180803T080002-diffuse1,2018-08-03 08:00:02,Ashes,diffuse1,8440271,3194327
COVIS-20180803T080156-diffuse2,2018-08-03 08:01:56,Ashes,diffuse2,8440259,3209959
COVIS-20180803T080347-diffuse3,2018-08-03 08:03:47,Ashes,diffuse3,8440257,3144366
COVIS-20180803T083002-diffuse1,2018-08-03 08:30:02,Ashes,diffuse1,8440268,3161160
COVIS-20180803T083156-diffuse2,2018-08-03 08:31:56,Ashes,diffuse2,8440260,3199159
COVIS-20180803T083346-diffuse3,2018-08-03 08:33:46,Ashes,diffuse3,8440255,3107428
COVIS-20180803T090002-diffuse1,2018-08-03 09:00:02,Ashes,diffuse1,8440269,3132251
COVIS-20180803T090154-diffuse2,2018-08-03 09:01:54,Ashes,diffuse2,8440253,3212769
COVIS-20180803T090346-diffuse3,2018-08-03 09:03:46,Ashes,diffuse3,8440257,3101141
COVIS-20180803T093002-diffuse1,2018-08-03 09:30:02,Ashes,diffuse1,8440266,3162972
COVIS-20180803T093154-diffuse2,2018-08-03 09:31:54,Ashes,diffuse2,8440256,3198873
COVIS-20180803T093346-diffuse3,2018-08-03 09:33:46,Ashes,diffuse3,8440259,3087700
COVIS-20180803T100002-diffuse1,2018-08-03 10:00:02,Ashes,diffuse1,8440265,3131926
COVIS-20180803T100156-diffuse2,2018-08-03 10:01:56,Ashes,diffuse2,8440254,3207806
COVIS-20180803T100348-diffuse3,2018-08-03 10:03:48,Ashes,diffuse3,8440259,3114494
COVIS-20180803T103002-diffuse1,2018-08-03 10:30:02,Ashes,diffuse1,8440430,3159179
COVIS-20180803T103155-diffuse2,2018-08-03 10:31:55,Ashes,diffuse2,8440252,3198617
COVIS-20180803T103346-diffuse3,2018-08-03 10:33:46,Ashes,diffuse3,8440253,3121247
COVIS-20180803T110002-diffuse1,2018-08-03 11:00:02,Ashes,diffuse1,8440269,3148278
COVIS-20180803T110156-diffuse2,2018-08-03 11:01:56,Ashes,diffuse2,8440258,3224441
COVIS-20180803T110348-diffuse3,2018-08-03 11:03:48,Ashes,diffuse3,8440260,3096485
COVIS-20180803T113002-diffuse1,2018-08-03 11:30:02,Ashes,diffuse1,8440265,3160388
COVIS-20180803T113157-diffuse2,2018-08-03 11:31:57,Ashes,diffuse2,8440257,3208864
COVIS-20180803T113348-diffuse3,2018-08-03 11:33:48,Ashes,diffuse3,8440259,3133768
COVIS-20180803T120001-diffuse1,2018-08-03 12:00:01,Ashes,diffuse1,8440434,3183150
COVIS-20180803T120156-diffuse2,2018-08-03 12:01:56,Ashes,diffuse2,8440258,3231814
COVIS-20180803T120346-diffuse3,2018-08-03 12:03:46,Ashes,diffuse3,8440261,3087485
COVIS-20180803T123001-diffuse1,2018-08-03 12:30:01,Ashes,diffuse1,8440269,3170321
COVIS-20180803T123156-diffuse2,2018-08-03 12:31:56,Ashes,diffuse2,8440258,3223762
COVIS-20180803T123347-diffuse3,2018-08-03 12:33:47,Ashes,diffuse3,8440259,3098321
COVIS-20180803T130001-diffuse1,2018-08-03 13:00:01,Ashes,diffuse1,8440267,3167845
COVIS-20180803T130155-diffuse2,2018-08-03 13:01:55,Ashes,diffuse2,8440256,3229166
COVIS-20180803T130346-diffuse3,2018-08-03 13:03:46,Ashes,diffuse3,8440260,3124811
COVIS-20180803T133001-diffuse1,2018-08-03 13:30:01,Ashes,diffuse1,8440265,3128939
COVIS-20180803T133155-diffuse2,2018-08-03 13:31:55,Ashes,diffuse2,8440257,3203369
COVIS-20180803T133347-diffuse3,2018-08-03 13:33:47,Ashes,diffuse3,8440259,3113914
COVIS-20180803T140001-diffuse1,2018-08-03 14:00:01,Ashes,diffuse1,8440270,3152342
COVIS-20180803T140155-diffuse2,2018-08-03 14:01:55,Ashes,diffuse2,8440260,3197581
COVIS-20180803T140345-diffuse3,2018-08-03 14:03:45,Ashes,diffuse3,8440261,3098081
COVIS-20180803T143002-diffuse1,2018-08-03 14:30:02,Ashes,diffuse1,8440264,3175117
COVIS-20180803T143156-diffuse2,2018-08-03 14:31:56,Ashes,diffuse2,8440257,3204039
COVIS-20180803T143346-diffuse3,2018-08-03 14:33:46,Ashes,diffuse3,8440259,3125671
COVIS-20180803T150001-diffuse1,2018-08-03 15:00:01,Ashes,diffuse1,8440268,3165561
COVIS-20180803T150155-diffuse2,2018-08-03 15:01:55,Ashes,diffuse2,8440256,3193397
COVIS-20180803T150347-diffuse3,2018-08-03 15:03:47,Ashes,diffuse3,8440258,3106338
COVIS-20180803T153002-diffuse1,2018-08-03 15:30:02,Ashes,diffuse1,8440270,3158911
COVIS-20180803T153156-diffuse2,2018-08-03 15:31:56,Ashes,diffuse2,8440252,3209496
COVIS-20180803T153347-diffuse3,2018-08-03 15:33:47,Ashes,diffuse3,8440258,3122243
COVIS-20180803T160002-diffuse1,2018-08-03 16:00:02,Ashes,diffuse1,8440268,3156725
COVIS-20180803T160155-diffuse2,2018-08-03 16:01:55,Ashes,diffuse2,8440259,3228235
COVIS-20180803T160346-diffuse3,2018-08-03 16:03:46,Ashes,diffuse3,8440422,3119353
COVIS-20180803T163002-diffuse1,2018-08-03 16:30:02,Ashes,diffuse1,8440261,3211878
COVIS-20180803T163156-diffuse2,2018-08-03 16:31:56,Ashes,diffuse2,8440259,3238853
COVIS-20180803T163347-diffuse3,2018-08-03 16:33:47,Ashes,diffuse3,8440425,3147957
COVIS-20180803T170002-diffuse1,2018-08-03 17:00:02,Ashes,diffuse1,8440266,3149571
COVIS-20180803T170156-diffuse2,2018-08-03 17:01:56,Ashes,diffuse2,8440423,3191722
COVIS-20180803T170347-diffuse3,2018-08-03 17:03:47,Ashes,diffuse3,8440259,3096567
COVIS-20180803T173002-diffuse1,2018-08-03 17:30:02,Ashes,diffuse1,8440271,3151313
COVIS-20180803T173157-diffuse2,2018-08-03 17:31:57,Ashes,diffuse2,8440256,3185528
COVIS-20180803T173348-diffuse3,2018-08-03 17:33:48,Ashes,diffuse3,8440252,3090804
COVIS-20180803T180002-diffuse1,2018-08-03 18:00:02,Ashes,diffuse1,8440266,3145986
COVIS-20180803T180156-diffuse2,2018-08-03 18:01:56,Ashes,diffuse2,8440259,3206479
COVIS-20180803T180347-diffuse3,2018-08-03 18:03:47,Ashes,diffuse3,8440247,3090779
COVIS-20180803T183002-diffuse1,2018-08-03 18:30:02,Ashes,diffuse1,8440267,3163411
COVIS-20180803T183155-diffuse2,2018-08-03 18:31:55,Ashes,diffuse2,8440254,3193050
COVIS-20180803T183347-diffuse3,2018-08-03 18:33:47,Ashes,diffuse3,8440256,3104462
COVIS-20180803T190002-diffuse1,2018-08-03 19:00:02,Ashes,diffuse1,8440269,3182308
COVIS-20180803T190156-diffuse2,2018-08-03 19:01:56,Ashes,diffuse2,8440269,3212567
COVIS-20180803T190347-diffuse3,2018-08-03 19:03:47,Ashes,diffuse3,8440259,3131269
COVIS-20180803T193001-diffuse1,2018-08-03 19:30:01,Ashes,diffuse1,8440270,3173584
COVIS-20180803T193155-diffuse2,2018-08-03 19:31:55,Ashes,diffuse2,8440257,3236939
COVIS-20180803T193347-diffuse3,2018-08-03 19:33:47,Ashes,diffuse3,8440259,3107714
COVIS-20180803T200001-diffuse1,2018-08-03 20:00:01,Ashes,diffuse1,8440272,3248100
COVIS-20180803T200155-diffuse2,2018-08-03 20:01:55,Ashes,diffuse2,8440255,3255649
COVIS-20180803T200346-diffuse3,2018-08-03 20:03:46,Ashes,diffuse3,8440253,3153118
COVIS-20180803T203001-diffuse1,2018-08-03 20:30:01,Ashes,diffuse1,8440270,3188079
COVIS-20180803T203155-diffuse2,2018-08-03 20:31:55,Ashes,diffuse2,8440258,3217863
COVIS-20180803T203346-diffuse3,2018-08-03 20:33:46,Ashes,diffuse3,8440259,3128053
COVIS-20180803T210001-diffuse1,2018-08-03 21:00:01,Ashes,diffuse1,8440267,3164180
COVIS-20180803T210156-diffuse2,2018-08-03 21:01:56,Ashes,diffuse2,8440257,3225026
COVIS-20180803T210347-diffuse3,2018-08-03 21:03:47,Ashes,diffuse3,8440260,3121725
COVIS-20180803T213001-diffuse1,2018-08-03 21:30:01,Ashes,diffuse1,8440269,3156790
COVIS-20180803T213156-diffuse2,2018-08-03 21:31:56,Ashes,diffuse2,8440258,3222990
COVIS-20180803T213347-diffuse3,2018-08-03 21:33:47,Ashes,diffuse3,8440258,3127539
COVIS-20180803T220002-diffuse1,2018-08-03 22:00:02,Ashes,diffuse1,8440267,3134765
COVIS-20180803T220156-diffuse2,2018-08-03 22:01:56,Ashes,diffuse2,8440422,3204952
COVIS-20180803T220348-diffuse3,2018-08-03 22:03:48,Ashes,diffuse3,8440255,3106314
COVIS-20180803T223002-diffuse1,2018-08-03 22:30:02,Ashes,diffuse1,8440268,3134855
COVIS-20180803T223154-diffuse2,2018-08-03 22:31:54,Ashes,diffuse2,8440258,3192487
COVIS-20180803T223345-diffuse3,2018-08-03 22:33:45,Ashes,diffuse3,8440252,3091665
COVIS-20180803T230002-diffuse1,2018-08-03 23:00:02,Ashes,diffuse1,8440265,3125041
COVIS-20180803T230156-diffuse2,2018-08-03 23:01:56,Ashes,diffuse2,8440257,3182068
COVIS-20180803T230348-diffuse3,2018-08-03 23:03:48,Ashes,diffuse3,8440256,3089104
COVIS-20180803T233002-diffuse1,2018-08-03 23:30:02,Ashes,diffuse1,8440265,3141817
COVIS-20180803T233156-diffuse2,2018-08-03 23:31:56,Ashes,diffuse2,8440257,3196597
COVIS-20180803T233348-diffuse3,2018-08-03 23:33:48,Ashes,diffuse3,8440252,3110196
COVIS-20180804T000002-diffuse1,2018-08-04 00:00:02,Ashes,diffuse1,8440270,3157942
COVIS-20180804T000155-diffuse2,2018-08-04 00:01:55,Ashes,diffuse2,8440258,3190073
COVIS-20180804T000347-diffuse3,2018-08-04 00:03:47,Ashes,diffuse3,8440257,3123827
COVIS-20180804T003002-diffuse1,2018-08-04 00:30:02,Ashes,diffuse1,8440268,3139613
COVIS-20180804T003155-diffuse2,2018-08-04 00:31:55,Ashes,diffuse2,8440251,3191047
COVIS-20180804T003346-diffuse3,2018-08-04 00:33:46,Ashes,diffuse3,8440258,3091094
COVIS-20180804T010002-diffuse1,2018-08-04 01:00:02,Ashes,diffuse1,8440268,3159888
COVIS-20180804T010157-diffuse2,2018-08-04 01:01:57,Ashes,diffuse2,8440254,3213236
COVIS-20180804T010347-diffuse3,2018-08-04 01:03:47,Ashes,diffuse3,8440427,3126054
COVIS-20180804T013002-diffuse1,2018-08-04 01:30:02,Ashes,diffuse1,8440268,3169543
COVIS-20180804T013156-diffuse2,2018-08-04 01:31:56,Ashes,diffuse2,8440259,3238742
COVIS-20180804T013347-diffuse3,2018-08-04 01:33:47,Ashes,diffuse3,8440253,3099291
COVIS-20180804T020002-diffuse1,2018-08-04 02:00:02,Ashes,diffuse1,8440266,3155596
COVIS-20180804T020157-diffuse2,2018-08-04 02:01:57,Ashes,diffuse2,8440259,3192679
COVIS-20180804T020347-diffuse3,2018-08-04 02:03:47,Ashes,diffuse3,8440256,3122813
COVIS-20180804T023002-diffuse1,2018-08-04 02:30:02,Ashes,diffuse1,8440265,3152742
COVIS-20180804T023156-diffuse2,2018-08-04 02:31:56,Ashes,diffuse2,8440427,3222588
COVIS-20180804T023346-diffuse3,2018-08-04 02:33:46,Ashes,diffuse3,8440257,3103844
COVIS-20180804T030001-diffuse1,2018-08-04 03:00:01,Ashes,diffuse1,8440270,3163376
COVIS-20180804T030155-diffuse2,2018-08-04 03:01:55,Ashes,diffuse2,8440259,3214712
COVIS-20180804T030346-diffuse3,2018-08-04 03:03:46,Ashes,diffuse3,8440257,3078676
COVIS-20180804T033001-diffuse1,2018-08-04 03:30:01,Ashes,diffuse1,8440271,3148899
COVIS-20180804T033156-diffuse2,2018-08-04 03:31:56,Ashes,diffuse2,8440421,3212905
COVIS-20180804T033347-diffuse3,2018-08-04 03:33:47,Ashes,diffuse3,8440425,3114201
COVIS-20180804T040002-diffuse1,2018-08-04 04:00:02,Ashes,diffuse1,8440268,3142371
COVIS-20180804T040155-diffuse2,2018-08-04 04:01:55,Ashes,diffuse2,8440256,3199937
COVIS-20180804T040345-diffuse3,2018-08-04 04:03:45,Ashes,diffuse3,8440261,3109931
COVIS-20180804T043002-diffuse1,2018-08-04 04:30:02,Ashes,diffuse1,8440268,3134613
COVIS-20180804T043156-diffuse2,2018-08-04 04:31:56,Ashes,diffuse2,8440258,3182298
COVIS-20180804T043346-diffuse3,2018-08-04 04:33:46,Ashes,diffuse3,8440260,3111920
COVIS-20180804T050002-diffuse1,2018-08-04 05:00:02,Ashes,diffuse1,8440268,3144742
COVIS-20180804T050155-diffuse2,2018-08-04 05:01:55,Ashes,diffuse2,8440260,3199814
COVIS-20180804T050347-diffuse3,2018-08-04 05:03:47,Ashes,diffuse3,8440258,3114198
COVIS-20180804T053002-diffuse1,2018-08-04 05:30:02,Ashes,diffuse1,8440268,3148889
COVIS-20180804T053155-diffuse2,2018-08-04 05:31:55,Ashes,diffuse2,8440256,3217822
COVIS-20180804T053346-diffuse3,2018-08-04 05:33:46,Ashes,diffuse3,8440258,3105919
COVIS-20180804T060002-diffuse1,2018-08-04 06:00:02,Ashes,diffuse1,8440267,3269985
COVIS-20180804T060154-diffuse2,2018-08-04 06:01:54,Ashes,diffuse2,8440258,3230673
COVIS-20180804T060345-diffuse3,2018-08-04 06:03:45,Ashes,diffuse3,8440252,3183929
COVIS-20180804T063002-diffuse1,2018-08-04 06:30:02,Ashes,diffuse1,8440268,3238202
COVIS-20180804T063153-diffuse2,2018-08-04 06:31:53,Ashes,diffuse2,8440252,3285667
COVIS-20180804T063345-diffuse3,2018-08-04 06:33:45,Ashes,diffuse3,8440257,3205055
COVIS-20180804T070002-diffuse1,2018-08-04 07:00:02,Ashes,diffuse1,8440266,3260405
COVIS-20180804T070156-diffuse2,2018-08-04 07:01:56,Ashes,diffuse2,8440255,3312343
COVIS-20180804T070347-diffuse3,2018-08-04 07:03:47,Ashes,diffuse3,8440261,3132628
COVIS-20180804T073002-diffuse1,2018-08-04 07:30:02,Ashes,diffuse1,8440267,3186584
COVIS-20180804T073155-diffuse2,2018-08-04 07:31:55,Ashes,diffuse2,8440259,3306990
COVIS-20180804T073346-diffuse3,2018-08-04 07:33:46,Ashes,diffuse3,8440247,3127008
COVIS-20180804T080002-diffuse1,2018-08-04 08:00:02,Ashes,diffuse1,8440266,3256295
COVIS-20180804T080155-diffuse2,2018-08-04 08:01:55,Ashes,diffuse2,8440258,3297573
COVIS-20180804T080345-diffuse3,2018-08-04 08:03:45,Ashes,diffuse3,8440425,3148436
COVIS-20180804T083002-diffuse1,2018-08-04 08:30:02,Ashes,diffuse1,8440266,3231506
COVIS-20180804T083155-diffuse2,2018-08-04 08:31:55,Ashes,diffuse2,8440427,3290917
COVIS-20180804T083346-diffuse3,2018-08-04 08:33:46,Ashes,diffuse3,8440255,3125647
COVIS-20180804T090002-diffuse1,2018-08-04 09:00:02,Ashes,diffuse1,8440267,3251992
COVIS-20180804T090155-diffuse2,2018-08-04 09:01:55,Ashes,diffuse2,8440256,3278490
COVIS-20180804T090346-diffuse3,2018-08-04 09:03:46,Ashes,diffuse3,8440257,3149425
COVIS-20180804T093002-diffuse1,2018-08-04 09:30:02,Ashes,diffuse1,8440262,3177666
COVIS-20180804T093156-diffuse2,2018-08-04 09:31:56,Ashes,diffuse2,8440250,3256795
COVIS-20180804T093347-diffuse3,2018-08-04 09:33:47,Ashes,diffuse3,8440257,3142597
COVIS-20180804T100002-diffuse1,2018-08-04 10:00:02,Ashes,diffuse1,8440266,3214005
COVIS-20180804T100155-diffuse2,2018-08-04 10:01:55,Ashes,diffuse2,8440261,3225997
COVIS-20180804T100347-diffuse3,2018-08-04 10:03:47,Ashes,diffuse3,8440259,3155120
COVIS-20180804T103002-diffuse1,2018-08-04 10:30:02,Ashes,diffuse1,8440265,3196479
COVIS-20180804T103156-diffuse2,2018-08-04 10:31:56,Ashes,diffuse2,8440258,3281280
COVIS-20180804T103347-diffuse3,2018-08-04 10:33:47,Ashes,diffuse3,8440258,3164293
COVIS-20180804T110001-diffuse1,2018-08-04 11:00:01,Ashes,diffuse1,8440270,3180272
COVIS-20180804T110155-diffuse2,2018-08-04 11:01:55,Ashes,diffuse2,8440256,3237489
COVIS-20180804T110346-diffuse3,2018-08-04 11:03:46,Ashes,diffuse3,8440257,3129064
COVIS-20180804T113001-diffuse1,2018-08-04 11:30:01,Ashes,diffuse1,8440265,3166232
COVIS-20180804T113155-diffuse2,2018-08-04 11:31:55,Ashes,diffuse2,8440255,3215906
COVIS-20180804T113346-diffuse3,2018-08-04 11:33:46,Ashes,diffuse3,8440259,3119626
COVIS-20180804T120001-diffuse1,2018-08-04 12:00:01,Ashes,diffuse1,8440269,3149064
COVIS-20180804T120156-diffuse2,2018-08-04 12:01:56,Ashes,diffuse2,8440248,3212492
COVIS-20180804T120346-diffuse3,2018-08-04 12:03:46,Ashes,diffuse3,8440262,3098500
COVIS-20180804T123001-diffuse1,2018-08-04 12:30:01,Ashes,diffuse1,8440267,3161752
COVIS-20180804T123155-diffuse2,2018-08-04 12:31:55,Ashes,diffuse2,8440258,3239910
COVIS-20180804T123345-diffuse3,2018-08-04 12:33:45,Ashes,diffuse3,8440250,3125474
COVIS-20180804T130001-diffuse1,2018-08-04 13:00:01,Ashes,diffuse1,8440267,3164893
COVIS-20180804T130156-diffuse2,2018-08-04 13:01:56,Ashes,diffuse2,8440255,3214009
COVIS-20180804T130347-diffuse3,2018-08-04 13:03:47,Ashes,diffuse3,8440259,3126072
COVIS-20180804T133002-diffuse1,2018-08-04 13:30:02,Ashes,diffuse1,8440268,3187577
COVIS-20180804T133156-diffuse2,2018-08-04 13:31:56,Ashes,diffuse2,8440258,3227856
COVIS-20180804T133346-diffuse3,2018-08-04 13:33:46,Ashes,diffuse3,8440258,3130572
COVIS-20180804T140002-diffuse1,2018-08-04 14:00:02,Ashes,diffuse1,8440269,3138400
COVIS-20180804T140155-diffuse2,2018-08-04 14:01:55,Ashes,diffuse2,8440261,3184098
COVIS-20180804T140347-diffuse3,2018-08-04 14:03:47,Ashes,diffuse3,8440254,3110493
COVIS-20180804T143002-diffuse1,2018-08-04 14:30:02,Ashes,diffuse1,8440267,3179590
COVIS-20180804T143156-diffuse2,2018-08-04 14:31:56,Ashes,diffuse2,8440260,3213410
COVIS-20180804T143347-diffuse3,2018-08-04 14:33:47,Ashes,diffuse3,8440256,3117513
COVIS-20180804T150002-diffuse1,2018-08-04 15:00:02,Ashes,diffuse1,8440269,3188364
COVIS-20180804T150156-diffuse2,2018-08-04 15:01:56,Ashes,diffuse2,8440256,3204653
COVIS-20180804T150346-diffuse3,2018-08-04 15:03:46,Ashes,diffuse3,8440260,3131277
COVIS-20180804T153002-diffuse1,2018-08-04 15:30:02,Ashes,diffuse1,8440268,3172603
COVIS-20180804T153155-diffuse2,2018-08-04 15:31:55,Ashes,diffuse2,8440258,3256609
COVIS-20180804T153346-diffuse3,2018-08-04 15:33:46,Ashes,diffuse3,8440261,3142611
COVIS-20180804T160002-diffuse1,2018-08-04 16:00:02,Ashes,diffuse1,8440268,3205118
COVIS-20180804T160155-diffuse2,2018-08-04 16:01:55,Ashes,diffuse2,8440258,3269186
COVIS-20180804T160347-diffuse3,2018-08-04 16:03:47,Ashes,diffuse3,8440259,3116327
COVIS-20180804T163002-diffuse1,2018-08-04 16:30:02,Ashes,diffuse1,8440264,3149878
COVIS-20180804T163156-diffuse2,2018-08-04 16:31:56,Ashes,diffuse2,8440258,3215164
COVIS-20180804T163347-diffuse3,2018-08-04 16:33:47,Ashes,diffuse3,8440257,3129896
COVIS-20180804T170002-diffuse1,2018-08-04 17:00:02,Ashes,diffuse1,8440270,3230897
